req	id	src_section	src_lines	kind	actor	condition	obligation	exceptions	dest	a1_dest	disposition	multi_actor	tag	note	text
REQ-264	S4-052	Completion Semantics	861	keyword-free	Deployment	deployment or downstream profile broadens the approval scope	Broadened-scope representation and matching are deployment-specific or profile-defined; this profile does not define context-constraint matching	-	13	8	stay	no	feature	plan Section 4 collision list: 861 and 863 go to 13 while 860, 858, 865, 867 stay; sibling bullet 860 stays, so PR A1 must leave a pointer at 858 | A1 list rule: stays with its lead-in in 8; A2 moves it to 13 after rewording the lead-in	* Broadened scope (deployment-defined).  Broader approvals (a class of resources, a role or entitlement, a time-bounded tool class) are where the broad-approval benefit lives, but their matching is not portable across policy engines.  Broadened-scope representation and matching are deployment-specific or defined by downstream profiles.  This profile deliberately does not define context-constraint matching.
REQ-265	S4-053	Completion Semantics	863	keyword-free	ARS	-	Approval workflow policy determines how broad an approval grants; the profile does not constrain it beyond integrity, expiry, and audit requirements	-	13	13	move	no	feature	plan Section 4 collision list: 863 goes to 13 with 861	Approval workflow policy at the Access Request Service determines how broad an approval grants; this profile does not constrain that policy beyond the integrity, expiry, and audit requirements stated elsewhere.
REQ-266	S4-054	Completion Semantics	865	keyword-free	PDP/ARS	no broader or narrower approval scope is recorded	Default approval scope is the bound Subject, Resource, Action, and relevant Context; per item for a bundled request	not serialized in the Approval Result unless a profile or deployment defines a representation	8	8	stay	no	definition	plan Section 5 keyword-free list: the approval-scope default (865); the middle sentence is a bulk rule but the unit stays whole in 8 by precedence rule 4 - second reader should confirm 14 cross-references it	Unless the Access Request Service or PDP records a broader or narrower approval scope, the default approval scope is the original denied Subject, Resource, Action, and relevant Context bound to the Access Request.  For a bundled Access Request, the default approval scope for each approved item is that item's Subject, Resource, Action, and relevant Context.  This default scope is not serialized in the Approval Result unless a profile or deployment defines a representation for it.
REQ-267	S4-026	Completion Semantics	867	keyword	PDP	-	MUST only consider an Approval Result applicable when the current evaluation is within the approval scope recorded for it	-	8	8	stay	no	core	plan Section 4: 867 stays; depends on the scope definition at 858 and the default at 865	The PDP MUST only consider an Approval Result applicable when the current evaluation request is within the approval scope recorded for that Approval Result.
REQ-268	S4-027	Completion Semantics	869	keyword	PEP	-	MUST NOT treat an Approval Result as authorizing future evaluations; MAY include or cache it but MUST NOT infer coverage	unless directed by the PDP or by a profile-defined mechanism	8	8	stay	no	core	restated by the PEP conformance bullet at 1070; consolidation rejected - Section 10 summary, not in plan Section 6	A PEP MUST NOT treat an Approval Result as authorizing any future Access Evaluation solely on the basis that the Access Request was approved. A PEP MAY include the Approval Result in a subsequent Access Evaluation (by placing the `approval` object at `context.approval` as described above), but the PDP remains responsible for determining whether the Approval Result applies under current policy. A PEP MAY cache or retain an Approval Result, but MUST NOT independently infer that a future request is covered by that approval unless directed by the PDP or by a profile-defined mechanism.
REQ-269	S4-028	Completion Semantics	871	keyword	Deployment	PDP and Access Request Service share trusted state	MAY omit `approval.state` and have the PDP resolve `approval.id` by server-side lookup	-	8	8	stay	no	non-normative	example intro; first two sentences are editorial (the portable form); the MAY describes the shared-state alternative but the unit is the example lead-in and stays with the example in 8	The following non-normative example carries an integrity-protected `approval.state` (here a compact JWS signed by the Access Request Service), which the PDP verifies at re-evaluation. This is the portable form: it works whether or not the PDP and Access Request Service share state, and a PDP coding to it has verifiable binding material rather than a bare identifier. A deployment in which the PDP and Access Request Service share trusted state MAY instead omit `approval.state` and have the PDP resolve `approval.id` by server-side lookup.
REQ-270	S4-058	Completion Semantics	873-912	keyword-free	Editor	-	Non-normative re-evaluation request and response examples (JSON code blocks)	-	8	8	stay	no	non-normative	added so the example block is in the line map; the `approval.state` token omits the `iss` and `aud` that 824 makes MUST - register item G15, not fixed by PR A (plan Section 9)	Non-normative re-evaluation request: [JSON] / Non-normative re-evaluation response: [JSON]
REQ-271	S4-029	Callback Completion	916	keyword	PEP	-	MAY request callback notification by including a `callback` object in the Access Request submission	-	16	16	stay	no	feature	Callback Completion maps to 16, so dest 16 is `stay` under the brief's definition	A PEP MAY request callback notification by including a `callback` object in the Access Request submission.
REQ-272	S4-061	Callback Completion	918	keyword-free	Definition	-	Lead-in: the `callback` object has the following members (`endpoint`, `state`, `events`)	-	16	16	stay	no	definition	definition-list lead-in; travels with the three member entries at 920-927	The `callback` object has the following members:
REQ-273	S4-030	Callback Completion	920-921	keyword	ARS	PEP supplies a `callback` object	`endpoint` REQUIRED HTTPS URI; MUST validate it is authorized for the PEP and MUST reject internal or loopback destinations	unless the deployment explicitly allowlists that destination	16	16	stay	no	feature	plan Section 6: 1258 restates 921 and 931; wording here survives; dest 16 either way; the last sentence is rationale for the allowlist exception | 2nd reader: survivor; absorbs the ARS destination-validation sentence of 1258 | round 2: no longer a survivor of a consolidation; 1258 moves whole in A1 | round 2: no longer a survivor of a consolidation; 1258 moves whole in A1	`endpoint`: : REQUIRED. HTTPS URI to which the Access Request Service sends completion notifications. The Access Request Service MUST validate that the endpoint is authorized for the authenticated PEP, either by matching a pre-registered callback URI or by applying an explicit deployment allowlist. The Access Request Service MUST reject callback endpoints that resolve to loopback, link-local, private-use, or otherwise internal network addresses unless the deployment has explicitly allowed that destination. In-cluster or same-trust-domain deployments, where the PEP's callback endpoint is legitimately an internal address, permit those specific destinations through this explicit allowlist rather than by disabling the check; the secure default of blocking internal destinations protects internet-facing Access Request Services from server-side request forgery.
REQ-274	S4-031	Callback Completion	923-924	keyword	PEP	PEP supplies a `callback` object	`state` OPTIONAL opaque value supplied by the PEP and returned unmodified in the callback	-	16	16	stay	no	definition	the return-unmodified clause binds the Access Request Service in the same sentence; not split, both actors dest 16	`state`: : OPTIONAL. Opaque value supplied by the PEP and returned unmodified in the callback.
REQ-275	S4-032	Callback Completion	926-927	keyword	PEP	PEP supplies a `callback` object	`events` OPTIONAL array of event names: `approved`, `denied`, `expired`, `cancelled`, `failed`, `partial`	-	16	16	stay	no	definition	enumerated values; `partial` presupposes the bulk feature but the definition stays with the callback member in 16	`events`: : OPTIONAL. Array of event names requested by the PEP. Defined event names are `approved`, `denied`, `expired`, `cancelled`, `failed`, and `partial`.
REQ-276	S4-033	Callback Completion	929	keyword	ARS	sending a callback notification	MUST contain a `task` member, MAY contain a `result`, and any `result` MUST use a completion form from {{completion-semantics}}	-	16	16	stay	no	feature	also binds PEP: MUST retrieve the Task Status Endpoint response before enforcing when the callback carries no enforceable result; plan Section 6 explicitly excludes 929 from the 1258 set	Callback notifications MUST contain a `task` member and MAY contain a `result` member. When present, the `result` object MUST use one of the completion forms defined in {{completion-semantics}}. A callback whose `task.status` is `approved` but that does not contain an enforceable `result` is only a notification; the PEP MUST retrieve the Task Status Endpoint response before enforcing access.
REQ-277	S4-034	Callback Completion	931	keyword	ARS	delivering a callback	MUST authenticate to the callback endpoint; SHOULD use bearer token, mutual TLS, or HMAC; unauthenticated callbacks MUST NOT be accepted	-	16	16	stay	no	feature	plan Section 6: 1258 restates 921 and 931; wording here survives; the final MUST NOT binds the PEP as receiver - not split, both dest 16 | 2nd reader: survivor; absorbs the ARS authentication sentence of 1258 | round 2: no longer a survivor of a consolidation; 1258 moves whole in A1 | round 2: no longer a survivor of a consolidation; 1258 moves whole in A1	The Access Request Service MUST authenticate to the callback endpoint using a mechanism agreed between the PEP and Access Request Service. This specification does not mandate a single callback authentication mechanism, but implementations SHOULD use one of the following: an OAuth 2.0 bearer token {{RFC6750}} issued to the Access Request Service, mutual TLS, or an HMAC signature over the request body using a pre-shared key. Unauthenticated callbacks MUST NOT be accepted.
REQ-278	S4-062	Callback Completion	933	keyword-free	PEP	callback received	Callback delivery is a notification optimization; the Task Status Endpoint remains authoritative unless the callback carries an enforceable completion result	-	16	16	stay	no	feature	keyword-free but states the authority default; pairs with 929, which carries the MUST; second reader may prefer to consolidate 933 into 929 - not marked, it is not in plan Section 6	Callback delivery is a notification optimization.  The Task Status Endpoint remains authoritative unless the callback contains an enforceable completion result under {{completion-semantics}}.
REQ-279	S4-035	Callback Completion	935	keyword	Implementation	deployment relies on deployment-level event subscriptions instead of per-task callbacks	MAY satisfy notification that way and the PEP MAY omit `callback`; subscriptions MUST NOT be treated as enforcement	unless paired with a separate enforceable result	16	16	stay	no	feature	plan Section 4 also routes the Protocol Overview events paragraph (192) to 16; keep them adjacent	Implementations MAY satisfy completion notification through deployment-level event subscriptions (for example, organization-scoped webhooks or event-streaming bindings defined by companion specifications) rather than per-task callbacks. When a deployment relies on such a subscription, the PEP MAY omit the `callback` member from the Access Request submission. Deployment-level event subscriptions deliver the same Task Handle and lifecycle information to subscribed receivers; they are a notification channel and MUST NOT be treated as enforcement unless paired with a separate enforceable result.
REQ-280	S4-059	Callback Completion	937-953	keyword-free	Editor	-	Non-normative callback example (notification-only, no `result`)	-	16	16	stay	no	non-normative	added so the example block is in the line map; illustrates the 929 rule	Non-normative callback example.  This callback is notification-only because it does not include a `result`; the PEP polls the Task Status Endpoint before enforcing access. [HTTP example]
REQ-281	S4-036	Error Responses	957	keyword	ARS	returning an HTTP error of a problem type defined by this specification from the Access Request or Task Status Endpoint	MUST use `application/problem+json` ({{RFC9457}}) and MUST carry the problem type URI in `type`	-	9	9	stay	no	core	Error Responses maps to 9, so dest 9 is `stay`; lead-in to the seven type definitions at 961-980	HTTP error responses from the Access Request Endpoint and Task Status Endpoint MUST use `application/problem+json` as defined by {{RFC9457}} when returning one of the problem types defined by this specification. The problem type URI MUST appear in the `type` member.
REQ-282	S4-063	Error Responses	959	keyword-free	Definition	-	Lead-in: the following problem types are defined	-	9	9	stay	no	definition	definition-list lead-in; travels with the seven entries at 961-980	The following problem types are defined:
REQ-283	S4-064	Error Responses	961-962	keyword-free	Definition	-	`urn:openid:authzen:access-request:error:not_requestable`: HTTP 400; the submitted denial is not requestable	-	9	9	stay	no	definition	problem-type definition (plan Section 5 keyword-free list, 955-995); the example at 982-994 uses this type	`urn:openid:authzen:access-request:error:not_requestable`: : HTTP `400 Bad Request`.  The submitted denial is not requestable.
REQ-284	S4-065	Error Responses	964-965	keyword-free	Definition	-	`...:expired_denial`: HTTP 410; the freshness deadline (earlier of `denial.expires_at` and `binding_token` `exp`) has passed	-	9	9	stay	no	definition	problem-type definition; encodes the freshness deadline rule also stated at 1196/1198 (register item G10) - definitions differ in form, not consolidated	`urn:openid:authzen:access-request:error:expired_denial`: : HTTP `410 Gone`.  The requestable denial has expired: the freshness deadline (the earlier of `denial.expires_at` and any `binding_token` `exp`) has passed.
REQ-285	S4-066	Error Responses	967-968	keyword-free	Definition	-	`...:invalid_denial_binding`: HTTP 400; the submitted Access Request cannot be bound to the denied AuthZEN Decision	-	9	9	stay	no	definition	problem-type definition; cited by the denial-binding rules that go to 5, 6, and 12	`urn:openid:authzen:access-request:error:invalid_denial_binding`: : HTTP `400 Bad Request`.  The submitted Access Request cannot be bound to the denied AuthZEN Decision.
REQ-286	S4-067	Error Responses	970-971	keyword-free	Definition	-	`...:duplicate_request`: HTTP 409; `Idempotency-Key` reused by the same requester with a non-equivalent body	-	9	9	stay	no	definition	problem-type definition; cross-references {{access-request-submission}} which goes to 6 (idempotency default per plan Section 4 row for Section 15)	`urn:openid:authzen:access-request:error:duplicate_request`: : HTTP `409 Conflict`.  The `Idempotency-Key` was reused by the same requester with a submission body that is not equivalent to the original request (see {{access-request-submission}}).
REQ-287	S4-068	Error Responses	973-974	keyword-free	Definition	-	`...:unknown_task`: HTTP 404; the task handle is unknown or unavailable to the caller	-	9	9	stay	no	definition	problem-type definition; supports the Task Handle leakage rules that go to 7	`urn:openid:authzen:access-request:error:unknown_task`: : HTTP `404 Not Found`.  The task handle is unknown or unavailable to the caller.
REQ-288	S4-069	Error Responses	976-977	keyword-free	Definition	-	`...:task_expired`: HTTP 410; the task handle has expired	-	9	9	stay	no	definition	problem-type definition; pairs with `task.expires_at` in Section 7	`urn:openid:authzen:access-request:error:task_expired`: : HTTP `410 Gone`.  The task handle has expired.
REQ-289	S4-070	Error Responses	979-980	keyword-free	Definition	-	`...:invalid_task_state`: HTTP 409; the operation cannot be performed in the current task state	-	9	9	stay	no	definition	problem-type definition; cited by the cancellation rules at 781 and 787, which go to 17 and 14 - the type definition stays in 9	`urn:openid:authzen:access-request:error:invalid_task_state`: : HTTP `409 Conflict`.  The requested operation cannot be performed in the current task state (for example, cancellation of a task that has already reached a terminal status).
REQ-290	S4-060	Error Responses	982-994	keyword-free	Editor	-	Non-normative `application/problem+json` example for `not_requestable`	-	9	9	stay	no	non-normative	added so the example block is in the line map	Non-normative example: [HTTP 400 problem+json example]
REQ-291	S5-060	Extensibility and Profiles	998	keyword-free	Editor	-	Non-normative framing: the base wire format is intentionally extensible for profiles and deployments	-	21	21	stay	no	non-normative	-	This specification defines a base wire format.  Several of its objects are intentionally extensible so that profiles, deployments, and implementations can adapt the model to specific upstream protocols, governance platforms, and request user interfaces without breaking interoperability.
REQ-292	S5-001	Extensibility and Profiles	1002	keyword	Implementation	-	Additional members MAY appear only at the listed extension points and MUST follow {{extension-naming}}	No other members extensible without a revision or a profile that explicitly redefines them	21	21	stay	no	core	-	Additional members beyond those defined in this document MAY appear only at the following locations, and those members MUST follow the naming rules in {{extension-naming}}. No other object members may be extended without a revision of this specification or a profile that explicitly redefines them.
REQ-293	S5-061	Extensibility and Profiles	1004-1013	keyword-free	Definition	-	Enumerates the ten permitted extension points that the MAY at 1002 admits	-	21	21	stay	no	definition	enumerated object of S5-001; one unit under the plan's enumeration precedent (634-657)	List of extension points: context.access_request; context.access_request.display; Decision Context members defined by this profile; submission context; requested_access; client, client.actor, client.source; task.display; task.links; result and per-mode additions; approval.state.
REQ-294	S5-062	Extensibility and Profiles	1015-1019	keyword-free	Definition	-	Enumerates the three extensible enumerated-value sets: task.status, result.mode, and problem types	-	21	21	stay	no	definition	cross-refs {{task-status}} (dest 7), {{completion-semantics}} (dest 8), {{error-responses}} (dest 9)	This specification also defines extensibility for enumerated values: new values for task.status ({{task-status}}); new values for result.mode ({{completion-semantics}}); new problem types for RFC9457-style error responses ({{error-responses}}).
REQ-295	S5-002	Extensibility and Profiles	1021	keyword	Profile	when a specification defines new task.status, result.mode, or problem-type values	SHOULD define stable names or URIs and processing rules; profile result.mode values SHOULD use absolute URIs	short unqualified result.mode names reserved for this spec or a future registry	21	21	stay	no	core	no registry created here; cross-refs {{task-status}} (7), {{completion-semantics}} (8), {{error-responses}} (9)	This specification does not create registries for these enumerated values. Specifications that define new values for `task.status`, `result.mode`, or problem types SHOULD define stable names or URIs and processing rules for those values. Short, unqualified names for `result.mode` are reserved for values defined by this base specification or by a future registry; profile-defined `result.mode` values SHOULD use absolute URIs unless such a registry exists.
REQ-296	S5-003	Extensibility and Profiles	1025	keyword	Implementation	when a member name or value is added at an extension point	MUST be a registered name, an absolute URI, or a reverse-DNS-prefixed identifier	approval.state contents exempt (1031)	21	21	stay	no	core	enumerated options are 1027, 1028 (S5-004), 1029	A member name or value added at an extension point MUST be one of the following:
REQ-297	S5-063	Extensibility and Profiles	1027	keyword-free	Definition	-	Defines option 1 of the naming rule: a name registered in the AuthZEN Access Request Member Names registry	-	21	21	stay	no	definition	numbered item 1 of the 1025 list (S5-003); registry is {{iana-member-names}} (dest 25)	1. A name registered in the AuthZEN Access Request Member Names registry ({{iana-member-names}}).  Registry-eligible names are short, lowercase, snake_case identifiers carrying semantics that are useful across multiple implementations.
REQ-298	S5-004	Extensibility and Profiles	1028	keyword	Profile	member is profile-specific and not appropriate for the registry	MUST be an absolute URI (HTTPS or URN); profiles SHOULD use a stable URI under the change controller	-	21	21	stay	no	core	numbered item 2 of the 1025 list	2. An absolute URI (HTTPS or URN) when the member is profile-specific and not appropriate for the registry. Profiles SHOULD use a stable URI under the profile's change controller.
REQ-299	S5-064	Extensibility and Profiles	1029	keyword-free	Definition	-	Defines option 3 of the naming rule: a reverse-DNS-prefixed identifier for deployment-private members	-	21	21	stay	no	definition	numbered item 3 of the 1025 list (S5-003)	3. A reverse-DNS-prefixed identifier (for example, `vendor.example.com/foo`) when the member is private to a single deployment and not intended for cross-implementation use.
REQ-300	S5-065	Extensibility and Profiles	1031	keyword-free	Definition	-	approval.state contents are opaque and exempt from the member naming rules	unless a profile or deployment explicitly defines structure within approval.state	21	21	stay	no	definition	carve-out from S5-003; approval.state itself defined at 809 (dest 8)	The contents of `approval.state` are opaque to this specification and are not subject to the member naming requirements above unless a profile or deployment explicitly defines structure within `approval.state`.
REQ-301	S5-005	Extensibility and Profiles	1035	keyword	Implementation	on receiving an unrecognized member or value at an extension point	MUST ignore it and MUST NOT fail processing on the basis of the unrecognized name	does not override fail-safe rules such as unknown result.mode treated as not approved	21	21	stay	no	core	cites {{pep-processing-rules}} for 1067; pointer must retarget to 10 after the move	An implementation receiving a member or value it does not recognize at an extension point MUST ignore it and MUST NOT fail processing on the basis of the unrecognized name. This default does not override fail-safe rules defined elsewhere in this profile, such as the PEP rule in {{pep-processing-rules}} that treats unknown `result.mode` values as not approved rather than as ignorable. An implementation MAY surface unrecognized members in audit records or pass them through unchanged when echoing wire content (for example, in callbacks).
REQ-302	S5-066	Extensibility and Profiles	1039	keyword-free	Definition	-	Defines what a profile of this specification is, with three illustrative examples	-	21	21	stay	no	definition	-	A profile of this specification is a separate document that defines a coherent set of extensions for a particular use case.  Examples include a profile binding this specification to OAuth 2.0 token requests, a profile carrying Rich Authorization Requests {{?RFC9396}}, or a profile describing integration with a specific governance platform.
REQ-303	S5-006	Extensibility and Profiles	1041	keyword	Profile	-	SHOULD identify itself by URI, specify extension points, register names, define semantics, enumerate constraints	-	21	21	stay	no	core	the five items are 1043-1047 (S5-067)	A profile SHOULD:
REQ-304	S5-067	Extensibility and Profiles	1043-1047	keyword-free	Profile	-	The five items a profile SHOULD do: identify by URI, specify extension points, register names, define semantics, enumerate constraints	-	21	21	stay	no	definition	content of the SHOULD at 1041 (S5-006); moves with it	Identify itself with a stable URI.  Specify the extension points it populates and the member names or enumerated values it introduces.  Register registry-eligible member names.  Define semantics, validation rules, and any normative requirements.  Enumerate any constraints it places on base-specification members or behaviors.
REQ-305	S5-068	Extensibility and Profiles	1049	keyword-free	Definition	-	Defines profile conformance as the presence and processing of registered or namespaced members; no declarative negotiation	-	21	21	stay	no	definition	-	This base specification does not enumerate profiles.  Conformance to a profile is determined by the presence and processing of the profile's registered or namespaced members; this specification does not require declarative profile negotiation.
REQ-306	S5-069	PEP Processing Rules	1053	keyword-free	PEP	-	List lead-in scoping the bullets that follow to a PEP implementing this profile	-	10	10	stay	no	core	all PEP bullets go to 10, so the lead-in travels intact; anchor {#pep-processing-rules} (1051) goes to 10 and is cited from 1035	A PEP implementing this profile:
REQ-307	S5-007	PEP Processing Rules	1055	keyword	PEP	Decision Context contains an access_request object	MUST treat decision: false as a denial	-	10	10	stay	no	core	restates 229 (dest 5) and 1155/188 (dest 1); Part I under either destination	* MUST treat `decision: false` as a denial, even when the Decision Context contains an `access_request` object.
REQ-308	S5-008	PEP Processing Rules	1056	keyword	PEP	denied Decision lacks a context.access_request object	MUST NOT submit an Access Request	-	10	10	stay	no	core	restates 413 (dest 6) and 229 (dest 5)	* MUST NOT submit an Access Request unless the denied Decision contains a `context.access_request` object.
REQ-309	S5-009	PEP Processing Rules	1057	keyword	PEP	when submitting an Access Request	MUST use denial-context endpoint when present, otherwise access_request_endpoint from PDP metadata	-	10	10	stay	no	core	restates 234 (dest 5); endpoint identification also at 327 (dest 6)	* MUST use the `endpoint` from the denial context when present; otherwise it MUST use the `access_request_endpoint` from PDP metadata.
REQ-310	S5-010	PEP Processing Rules	1058	keyword	PEP	when submitting the Access Request	MUST preserve Subject principal, Resource, Action, relevant Context; actor identity MUST NOT be dropped	actor MAY be normalized to client.actor instead of kept in subject	10	10	stay	no	encounter-rule	plan S3 names 1058 as Part I; tuple defined at 336-342 and 353 (dest 6); actor clause duplicated at 1131 (S5-055)	* MUST preserve the principal identity of the Subject, and MUST preserve the Resource, Action, and relevant Context of the denied evaluation when submitting the Access Request. When the original evaluation conveyed an actor identity in the Subject (for example, via `subject.properties.act`), the PEP MAY preserve the actor in the submission's `subject` or normalize it to `client.actor`; the actor identity itself MUST NOT be dropped.
REQ-311	S5-011	PEP Processing Rules	1059	keyword	PEP	requestable denial includes request_schema_url	MUST construct the context and requested_access augmentations per {{machine-readable-forms}}, or MUST NOT submit	-	10	10	stay	no	encounter-rule	feature defined at 306-313 (dest 20) but plan S3 and the 306 row keep 1059 in Part I; precedence rule 2	* When the requestable denial includes `request_schema_url`, MUST construct the augmentations to the submission's `context` and `requested_access` objects according to {{machine-readable-forms}}, or MUST NOT submit the Access Request if the required augmentations cannot be supplied.
REQ-312	S5-012	PEP Processing Rules	1060	keyword	PEP	when submitting an Access Request	MUST include denial.expires_at taken from context.access_request.expires_at	-	10	10	stay	no	core	restates 399-400 (dest 6) and 239-240 (dest 5)	* MUST include `denial.expires_at` from `context.access_request.expires_at`.
REQ-313	S5-013	PEP Processing Rules	1061	keyword	PEP	denial.binding_token absent	MUST include denial.evaluation_id; SHOULD include it whenever the PDP returned an evaluation identifier	-	10	10	stay	no	core	member defined at 393-394 (dest 6) so 10; the by-reference topology itself is 11, but the unit does not split (rule 4)	* MUST include `denial.evaluation_id` when `denial.binding_token` is absent, and SHOULD include it when the PDP returned an evaluation identifier.
REQ-314	S5-014	PEP Processing Rules	1062	keyword	PEP	-	SHOULD include an idempotency key for Access Request submissions	-	10	10	stay	no	core	restates 417 (dest 6); plan default keeps idempotency in 6, extended guidance in 15	* SHOULD include an idempotency key for Access Request submissions.
REQ-315	S5-015	PEP Processing Rules	1063	keyword	PEP	-	MUST treat a Task Handle as opaque	-	10	10	stay	no	core	restates 519 (dest 6); 1234 binds a different actor (plan S6 withdrawal) so cross-reference only	* MUST treat a Task Handle as opaque.
REQ-316	S5-016	PEP Processing Rules	1064	keyword	PEP	-	MUST NOT infer approval from a task identifier, link, or display text	-	10	10	stay	no	core	restates 512 and 519 (dest 6), 640 (dest 7), 1244 (dest 7/18)	* MUST NOT infer approval from a task identifier, link, or display text.
REQ-317	S5-017	PEP Processing Rules	1065	keyword	PEP	on receiving an unknown task status value	MUST treat the task as not approved	-	10	10	stay	no	encounter-rule	restates 657 (Task Status Values, dest 7); plan S3 names it Part I	* MUST treat unknown task status values as not approved.
REQ-318	S5-018	PEP Processing Rules	1066	keyword	PEP	-	MUST enforce an approved result only according to {{completion-semantics}}	-	10	10	stay	no	core	restates 512 (dest 6) and 791-797 (dest 8)	* MUST enforce an approved result only according to {{completion-semantics}}.
REQ-319	S5-019	PEP Processing Rules	1067	keyword	PEP	on receiving an unknown result.mode value	MUST treat the result as not approved	-	10	10	stay	no	encounter-rule	restates 797 (dest 8); plan S3 names it Part I; 1035 (S5-005) points at this rule	* MUST treat unknown `result.mode` values as not approved.
REQ-320	S5-020	PEP Processing Rules	1068	keyword	PEP	when using Re-evaluation Mode	MUST include the returned approval object unchanged at context.approval in the re-evaluation request	-	10	10	stay	no	core	restates 828 (dest 8); reevaluate is the base completion mode, so Part I	* When using Re-evaluation Mode, MUST include the returned `approval` object unchanged at `context.approval` inside the AuthZEN Authorization API re-evaluation request.
REQ-321	S5-021	PEP Processing Rules	1069	keyword	PEP	after approval	MUST re-evaluate access through the AuthZEN Access Evaluation API	unless a profile-defined completion mode applies	10	10	stay	no	core	restates 793-797 (dest 8)	* MUST re-evaluate access through the AuthZEN Access Evaluation API after approval, unless a profile-defined completion mode applies (for example, a profile binding to OAuth token issuance).
REQ-322	S5-022	PEP Processing Rules	1070	keyword	PEP	task reached approved	MUST NOT treat the Approval Result as authorizing any future Access Evaluation on that basis alone	-	10	10	stay	no	core	near-verbatim restatement of 869 (dest 8); cross-reference not merge - Section 10 is a conformance list	* MUST NOT treat an Approval Result as authorizing any future Access Evaluation solely on the basis that the Access Request task reached `approved`; applicability is determined by the PDP at each subsequent evaluation.
REQ-323	S5-070	PDP Processing Rules	1074	keyword-free	PDP	-	List lead-in scoping the bullets that follow to a PDP implementing this profile	-	10	10	stay	no	core	1080 (S5-027) leaves for 20, so Section 20's conformance list needs its own lead-in	A PDP implementing this profile:
REQ-324	S5-023	PDP Processing Rules	1076	keyword	PDP	denied access is eligible for approval	MAY include context.access_request in a denied Decision	-	10	10	stay	no	core	restates 227 (dest 5)	* MAY include `context.access_request` in a denied AuthZEN Decision when the denied access is eligible for approval.
REQ-325	S5-024	PDP Processing Rules	1077	keyword	PDP	no Access Request Endpoint available to process the request	MUST NOT include context.access_request	-	10	10	stay	no	core	restates 229 and 263 (dest 5)	* MUST NOT include `context.access_request` unless an Access Request Endpoint is available to process the request.
REQ-326	S5-025	PDP Processing Rules	1078	keyword	PDP	when returning a requestable denial	SHOULD include a stable machine-readable reason code	-	10	10	stay	no	core	member defined at 254 (dest 5) and 402-403 (dest 6); the SHOULD itself appears only here	* SHOULD include a stable machine-readable reason code when returning a requestable denial.
REQ-327	S5-026	PDP Processing Rules	1079	keyword	PDP	when returning a requestable denial	MUST include an expiration time as context.access_request.expires_at	-	10	10	stay	no	core	restates 239-240 and 256 (dest 5)	* MUST include an expiration time for the requestable denial hint as `context.access_request.expires_at`.
REQ-328	S5-027	PDP Processing Rules	1080	keyword	PDP	Access Request needs submission fields beyond the original evaluation	MAY include form_url and request_schema_url in the requestable denial	-	20	10	stay	no	feature	feature defined at 248-252 and 306-313, both dest 20; plan carves only 1059 out of that row, so this bullet joins 20's conformance list | round 6 (A1 review): a conformance bullet relocated alone loses the lead-in that names its actor; stays in the PDP list for A1, final 20 in A2	* MAY include `form_url` and `request_schema_url` in the requestable denial when the Access Request requires additional submission fields beyond those produced by the original AuthZEN Authorization API evaluation.
REQ-329	S5-028	PDP Processing Rules	1081	keyword	PDP	when returning context.access_request	MUST provide binding_token or a resolvable evaluation_id; MUST use binding_token when the ARS is independent	-	10	10	stay	no	core	restates 256-259; 256 is core, the evaluation_id form at 259 goes to 11; unit does not split (rule 4) and rule 2 keeps it Part I	* MUST provide verifiable denial-binding material when returning `context.access_request`: an integrity-protected `context.access_request.binding_token`, or a stable `context.evaluation_id` the Access Request Service can resolve against state shared with, or delegated by, the PDP. When the Access Request Service is independent of the PDP, the PDP MUST provide the `binding_token` form ({{requestable-denial-context}}).
REQ-330	S5-029	PDP Processing Rules	1082	keyword	PDP	-	SHOULD return a stable context.evaluation_id the PEP can supply as denial.evaluation_id	-	10	10	stay	no	core	evaluation_id defined at 296 (dest 5); 261 says the recommendation is not conditioned on shared state, so not 11 (precedence rule 1)	* SHOULD return a stable evaluation identifier as `context.evaluation_id` ({{evaluation-identifier}}) that the PEP can supply as `denial.evaluation_id` when submitting an Access Request.
REQ-331	S5-030	PDP Processing Rules	1083	keyword	PDP	when including context.access_request.binding_token	MUST integrity-protect it verifiably and SHOULD issue it as a JWS in compact serialization	-	10	10	stay	no	core	restates 243 (dest 5) and 1169 (dest 5 under the plan's binding-token row)	* When including `context.access_request.binding_token`, MUST integrity-protect it using a mechanism the Access Request Service can verify and SHOULD issue it as a JWS in compact serialization.
REQ-332	S5-031	PDP Processing Rules	1084	keyword	PDP	during re-evaluation	MUST validate approval references presented	-	10	10	stay	no	core	restates 813 and 820 (dest 8); Security statement at 1163	* MUST validate approval references presented during re-evaluation.
REQ-333	S5-032	PDP Processing Rules	1085	keyword	PDP	an Approval Result is presented at re-evaluation	MUST consider it applicable only when the request is within the recorded approval scope	-	10	10	stay	no	core	verbatim restatement of 867 (dest 8); scope definition at 858-865, broadened scope 861/863 to 13; cross-reference not merge	* MUST only consider an Approval Result applicable when the current evaluation request is within the approval scope recorded for that Approval Result.
